"id","renewal","incentives"
86879,0.93,107.716272548478
51882,1,0
84497,0.53,304.008973815102
19699,0.96,49.6856454402168
52164,0.96,49.6855471683417
36055,0.98,22.1273516600636
17844,1,0
12006,1,0
51731,1,0
101823,1,0
70611,1,0
57291,0.73,372.891379134764
3315,0.96,49.6855471683417
6841,0.94,85.3796910312781
95636,0.71,273.122707808283
89508,1,0
78357,0.96,49.685326457994
30363,1,0
65880,1,0
79166,0.95,66.276169725022
16883,0.97,35.0945673733977
19400,0.98,22.1270087125376
97846,0.99,10.5017894915815
35938,0.99,10.5021790604666
109739,1,0
7542,0.94,85.3791906855318
62506,1,0
106686,0.99,10.5019131258821
22500,1,0
73566,1,0
34462,1,0
109,1,0
82344,1,0
70324,1,0
47235,1,0
78355,0.99,10.5024193687628
97012,0.97,35.0944023273659
103271,0.99,10.5019131258821
54640,0.99,10.5021790604666
18452,0.95,66.276499571367
80733,0.83,440.980505229028
22069,1,0
63586,0.99,10.5019131258821
63069,0.95,66.275888364725
66451,0.99,10.502561406934
5163,1,0
6542,1,0
79333,0.98,22.1277208767883
8752,1,0
37396,1,0
27502,0.99,10.5025131126605
65597,1,0
50178,0.96,49.6855471683417
51709,0.89,262.446940726189
32294,1,0
76360,1,0
51635,1,0
103391,0.48,141.962793818332
59747,0.52,0
21498,0.98,22.1277062175713
18771,1,0
34501,0.94,16.2773147268065
77807,0.98,22.1270087125376
26350,0.99,10.5021170703808
105355,0.96,49.6856374446339
5469,1,0
23826,0.46,275.243988063684
9399,0.99,10.5025131126605
44862,0.95,66.2758290024564
104114,1,0
20407,0.99,10.5018697465059
7541,1,0
72892,0.97,35.0937634551335
81994,1,0
111007,0.99,10.5021790604666
83350,1,0
55682,0.96,49.6854071549255
26680,1,0
109949,0.99,10.5021790604666
12482,1,0
108210,0.98,22.1274334488819
35717,1,0
74030,0.97,35.094527587497
18407,0.9,207.990386308628
113337,0.95,66.276169725022
81673,0.99,10.5021790604666
80808,0.99,10.5024193687628
87300,1,0
113610,1,0
68221,1,0
32307,0.99,10.5019131258821
53974,0.99,10.5019131258821
80255,0.93,107.716272548478
37547,0.97,35.0941257907507
62782,1,0
60206,1,0
109533,1,0
31952,0.65,383.925359187031
31266,0.99,10.5012119480807
49517,0.96,49.6854071549255
52843,0.89,262.446950110268
107949,0.97,35.0944023273659
50424,0.98,22.1277208767883
28080,1,0
63289,0.79,390.741265860778
59792,0.92,13.3386243801305
8600,0.99,10.5021790604666
30415,1,0
92033,0.99,10.5018998045122
51339,0.99,10.5021790604666
104556,1,0
67550,0.98,22.1275653115727
71744,0.88,339.98155705701
49589,0.99,10.5012119480807
17018,0.98,22.1278985413464
34936,0.77,289.428721073292
110058,1,0
67668,0.99,10.5024193687628
75859,0.99,10.5021790604666
38878,0.98,22.1279420224497
107894,1,0
63438,1,0
75713,1,0
15713,1,0
34402,0.97,35.0943690786762
40084,1,0
64940,0.97,35.0937634551335
66279,1,0
77818,0.98,22.1271963450263
63889,1,0
48861,1,0
26520,0.99,10.5018599230712
66559,1,0
24068,0.45,131.30116692434
20211,0.98,22.1279261582058
86715,0.98,22.1274167994343
68601,1,0
95696,1,0
60049,0.99,10.5018998045122
7620,0.98,22.1274334488819
42468,1,0
106475,0.97,35.0945673733977
43145,1,0
102597,0.99,10.5021790604666
93680,1,0
37065,0.97,35.0943690786762
49472,0.99,10.5018998045122
45364,0.79,655.888405185862
112287,0.98,22.1274167994343
90044,0.97,35.0944023273659
40999,0.99,10.5021170703808
93637,1,0
47689,1,0
15068,1,0
67323,0.98,22.1274167994343
285,0.95,17.7285248987343
76543,1,0
52901,0.9,207.990739952709
10299,0.99,10.5018998045122
8199,0.42,257.300106061899
10875,0.7,320.789570523895
36812,1,0
110,0.9,207.990386308628
25682,0.94,85.3792987932247
7331,0.98,22.1274167994343
76947,0.96,19.1679505175455
28303,0.99,10.5018998045122
32212,0.93,107.716463504264
18692,0.99,10.502561406934
75865,1,0
74466,0.99,10.5018998045122
81378,0.99,10.5025131126605
85492,0.87,5.76886476394852
67992,0.93,107.715974037103
12527,0.99,10.5017894915815
48212,0.95,66.276169725022
61180,0.97,35.0941113093463
56340,0.94,85.379424759424
64227,1,0
35539,0.98,22.1273516600636
9233,0.98,22.1274334488819
97645,0.94,85.3791906855318
106742,0.66,258.72483777337
84955,0.96,19.1679505175455
36443,0.99,10.5026000112515
2970,0.73,129.879996353156
48583,0.98,22.2101606435957
67490,1,0
45242,0.99,10.5024193687628
83608,1,0
86807,0.99,10.5019131258821
92793,1,0
32458,1,0
18258,1,0
93246,0.98,22.1277208767883
29747,0.94,85.3794015401673
44469,0.97,35.0941113093463
18998,1,0
100686,1,0
21670,0.99,10.5021790604666
106701,1,0
21844,0.99,10.5019131258821
61174,0.95,66.2758290024564
933,0.99,10.5021565726963
563,0.96,49.6849015245814
90185,1,0
29080,1,0
32967,1,0
110889,1,0
54059,0.87,465.174408472839
86664,1,0
72104,1,0
82239,1,0
59755,0.96,49.6852383015789
1785,0.99,10.5021790604666
36377,0.98,22.1273516600636
73334,0.74,281.399701095734
26731,0.98,22.1279417607992
78548,0.99,10.5018998045122
54472,1,0
70631,0.97,35.0937634551335
44942,0.92,134.341814017525
54130,1,0
11938,0.97,35.0941113093463
15837,1,0
64537,0.97,35.0943690786762
65402,0.99,10.5024193687628
18680,1,0
69375,0.97,35.0937634551335
71042,0.93,107.716463504264
69164,1,0
19288,1,0
17115,1,0
105949,0.96,49.685326457994
55257,1,0
6583,1,0
24751,1,0
19545,0.99,10.5024193687628
38187,0.94,85.379424759424
38983,1,0
100340,1,0
71337,1,0
73505,0.99,10.5017894915815
240,1,0
83153,1,0
371,0.98,22.1274334488819
50283,0.92,134.342147674307
31513,0.98,22.1274334488819
24174,0.99,10.5018697465059
46907,0.89,252.978385582603
94141,0.98,22.1274334488819
5483,1,0
91282,1,0
41378,0.99,10.5019131258821
7904,0.99,10.5018998045122
41632,0.98,22.1274167994343
84817,1,0
54335,1,0
52362,1,0
21141,0.98,22.1274334488819
8040,0.98,22.1274334488819
13042,0.99,10.5024193687628
40276,1,0
1203,0.94,85.3796910312781
54902,0.98,22.1273516600636
42127,0.91,166.879057722604
61200,0.98,22.1274167994343
29807,1,0
32558,0.99,10.5012119480807
25499,1,0
71523,1,0
38791,1,0
12101,0.82,804.961798053514
4730,0.99,10.5018697465059
17126,0.94,85.3798682902942
85187,0.7,207.774381333771
16129,0.98,22.1279420224497
51250,0.91,166.878708795854
112931,1,0
17857,0.99,10.5024193687628
31762,1,0
87034,0.79,494.333574646063
59018,1,0
81008,1,0
91203,1,0
111875,0.98,22.1274334488819
70722,0.89,163.08765532189
55926,0.99,10.5021790604666
67538,1,0
113041,0.99,10.5025131126605
30934,0.97,35.0942314595644
87109,0.8,393.615895753604
26979,0.99,10.5021790604666
61557,0.98,22.0123245376992
29950,0.99,10.5023639211719
17,1,0
68226,1,0
79507,1,0
23107,0.97,35.0937634551335
27741,0.98,22.1270087125376
34314,0.99,10.5025750491514
79354,0.99,10.5019131258821
97813,0.96,49.6854071549255
730,0.98,22.1274334488819
19260,0.98,22.1274167994343
79119,0.9,207.990303678628
77689,1,0
36363,0.82,247.596177367585
6264,0.96,49.6854071549255
26935,0.99,10.5018697465059
78464,0.99,10.5017894915815
44785,0.98,22.1274334488819
31835,0.99,10.5021790604666
42606,1,0
55554,0.99,10.5021790604666
106579,0.89,163.08765532189
68977,0.99,10.5021790604666
85323,0.99,10.5012119480807
85288,0.69,460.632443374554
52701,1,0
107848,0.98,22.1273516600636
97392,0.99,10.5021790604666
57996,1,0
113716,1,0
97317,0.97,35.0945673733977
16466,1,0
38691,0.92,134.341100008556
49638,1,0
541,0.62,0
45882,0.96,49.685326457994
18853,0.97,35.0945413830176
4572,1,0
99403,0.98,22.1270087125376
55514,1,0
103119,0.77,341.128191761532
64141,0.99,10.5021790604666
76939,0.97,35.094527587497
17453,0.97,35.0941113093463
107821,0.97,35.0946823153254
62063,1,0
108737,1,0
110123,1,0
109498,1,0
108324,0.98,22.1277208767883
10990,0.72,471.114712100152
18649,1,0
90653,0.95,66.2767207167076
98585,0.89,262.446690213079
9888,0.9,207.990584829434
61129,0.92,134.341534989305
26829,0.74,132.109088240996
110111,0.97,35.0945413830176
56138,0.54,342.875575471396
27858,0.98,22.1270087125376
86241,1,0
8305,0.98,22.1270087125376
19363,1,0
48827,1,0
38241,0.99,10.5018998045122
41847,0.99,10.5024193687628
23347,0.86,544.850690543625
2423,0.78,343.918935081512
32271,0.95,17.7285248987343
49130,0.99,10.5024193687628
8225,1,0
88846,1,0
34908,0.72,127.627627390474
45794,0.92,134.341534989305
64211,1,0
2611,0.97,35.0945673733977
69544,0.94,85.3794015401673
90530,0.97,35.094527587497
40940,0.97,35.0937634551335
9467,0.97,35.0945413830176
77485,0.99,10.5018697465059
106783,1,0
110503,0.97,35.0942314595644
20612,0.95,66.275888364725
51833,1,0
11543,0.99,10.5021790604666
38547,1,0
110186,0.99,10.5019131258821
16478,1,0
110370,0.99,10.502561406934
2582,0.99,10.5018399193609
55197,1,0
66699,0.99,10.5019131258821
85881,1,0
100517,0.96,49.6852454076029
113642,0.98,22.1270087125376
25917,0.98,22.1277062175713
39337,0.99,10.5018697465059
91854,0.98,22.1277208767883
102173,0.98,22.1277208767883
67598,0.95,66.276169725022
3318,1,0
111501,1,0
55471,0.97,20.5958123401215
56699,1,0
36379,1,0
39126,0.99,10.5018998045122
45286,1,0
62671,1,0
108685,0.99,10.5017894915815
53311,1,0
76703,0.68,357.151046787087
40596,1,0
33861,0.98,22.1275653115727
105734,1,0
63398,1,0
95002,0.29,113.370459607904
27839,0.99,10.5012119480807
35984,1,0
38573,0.94,85.3794015401673
53998,1,0
105924,0.98,22.1278193184348
33061,0.88,339.982191040039
23505,1,0
29143,0.99,10.5021170703808
26013,0.79,548.685103465424
61739,1,0
36627,1,0
68964,0.99,10.5021790604666
41861,0.98,22.1277208767883
81967,0.98,22.1277208767883
17243,0.72,0
83527,1,0
62335,0.93,14.8140926780714
97278,1,0
75436,1,0
57411,0.97,35.0937634551335
49715,0.8,145.024646201792
61363,0.94,85.380071099572
99711,1,0
108464,0.97,35.0943690786762
50910,0.98,22.1274334488819
29695,1,0
19978,0.98,22.1278568436316
109491,0.97,35.094527587497
30458,0.96,49.6854794064779
102908,1,0
31485,0.98,22.1274167994343
14662,0.92,134.341534989305
35264,1,0
95210,0.97,35.0946228299017
19350,0.97,35.0941113093463
8891,1,0
82982,0.95,66.2758290024564
90861,0.99,10.5021790604666
4887,0.94,85.3799889484562
95441,1,0
109730,1,0
86149,0.81,579.698264599336
84028,0.53,158.661510634046
70235,1,0
107798,1,0
83208,1,0
100504,0.99,10.5021790604666
98598,1,0
91456,0.99,10.5024193687628
77699,1,0
86884,0.99,10.5024193687628
54632,0.99,10.5025131126605
94363,1,0
73097,0.66,387.390037822896
1532,1,0
14207,0.98,22.0123245376992
78777,1,0
73798,0.99,10.5019131258821
12878,0.99,10.5021790604666
49661,0.98,22.0123245376992
56981,0.98,22.127297741913
70185,0.98,22.1277208767883
59851,1,0
107483,0.95,66.275888364725
76527,0.99,10.5024193687628
63588,1,0
40883,0.99,10.5022377902369
92065,1,0
92667,0.86,312.186192530333
88987,1,0
57025,1,0
94299,1,0
70371,1,0
67464,1,0
65614,0.89,262.447241315414
97224,1,0
82015,0.98,22.127888410184
57111,0.98,22.1278568436316
89018,0.99,10.5012119480807
21914,0.83,239.560091386208
17041,0.99,10.5018998045122
65029,0.97,35.0945413830176
91948,0.97,35.0937634551335
38033,0.96,49.6849015245814
44878,1,0
21725,0.95,66.276169725022
1984,1,0
10796,1,0
111869,1,0
71905,0.99,10.5018998045122
31724,0.98,22.1279212911412
35676,0.99,10.5024193687628
24135,0.97,35.094527587497
19381,0.99,10.5025468014173
109279,0.97,35.0942314595644
44173,0.86,365.327992793692
41794,1,0
32555,1,0
5460,0.84,241.84594651412
19210,1,0
108312,0.96,49.6849015245814
18506,0.89,252.978385582603
49761,0.98,22.1270087125376
50722,0.71,220.348368191787
22172,1,0
55784,0.97,35.0937634551335
81365,1,0
18071,1,0
49545,0.94,85.3796910312781
47832,0.91,11.8506683448327
41763,0.92,134.341970971107
86331,0.86,246.357074322181
9178,0.95,17.7285248987343
5035,1,0
36361,0.65,255.747782159827
91169,1,0
79064,0.54,267.800892832277
7966,0.97,35.0945673733977
18685,0.98,22.0123245376992
99109,0.99,10.5025500445659
233,0.98,22.1275458766514
86917,0.98,22.1277062175713
100637,0.98,22.1274334488819
89914,0.97,35.0944023273659
62554,0.99,10.5025500445659
76687,0.76,338.310073366895
55104,0.99,10.5025750491514
25341,1,0
58071,0.99,10.5018697465059
7151,0.97,35.0946228299017
21041,1,0
41724,1,0
91225,0.98,22.1270087125376
81936,1,0
19787,0.97,35.0937634551335
29633,1,0
13823,0.98,22.1273516600636
19103,1,0
27504,0.86,246.357074322181
8398,1,0
36490,1,0
54757,0.83,357.482542450904
16781,0.97,35.0937634551335
8919,0.9,165.008148499264
54532,0.99,10.5018998045122
21472,1,0
107085,1,0
1691,0.98,22.1279420224497
58738,0.93,107.715974037103
18469,0.85,481.545948526442
13532,0.56,733.621525054835
34351,1,0
6487,0.97,35.0944023273659
55919,0.99,10.5018697465059
41437,0.98,22.127888410184
15763,0.98,22.0123245376992
13375,0.84,404.849889143254
73018,0.99,10.5012119480807
27358,0.48,64.627587583887
47857,0.96,49.6855471683417
28430,0.76,233.10013554556
39036,0.99,10.5021790604666
49493,0.99,10.5025500445659
82147,0.95,66.2766064727247
8958,0.98,22.1277208767883
46998,0.99,10.5018998045122
53193,0.99,10.5025750491514
89825,0.99,10.5018697465059
104055,0.92,134.342147674307
45162,1,0
105597,0.62,195.583655615205
76271,1,0
6384,1,0
55047,0.99,10.5025500445659
106361,0.93,107.716272548478
44462,0.99,10.5018906467823
77449,1,0
108619,0.73,0
23457,0.98,22.1270087125376
76950,0.52,155.420115046516
63395,1,0
96752,1,0
95217,0.95,66.276271760027
71818,1,0
72519,1,0
22917,0.99,10.5018697465059
87293,1,0
18272,0.99,10.5018998045122
2931,1,0
74633,1,0
35661,0.58,233.884112245721
90892,1,0
33889,0.98,22.1275653115727
95607,0.99,10.5012119480807
113189,0.98,22.1272210255927
107501,0.98,22.1274334488819
89926,1,0
1687,0.99,10.5024193687628
67293,1,0
11304,0.99,10.5025500445659
1634,0.99,10.5025500445659
58090,0.99,10.5012119480807
16935,0.99,10.5018998045122
49664,0.99,10.5018998045122
17568,0.99,10.5021170703808
100524,0.98,22.1274167994343
109870,0.99,10.5018998045122
99916,1,0
80442,0.97,35.0937634551335
78314,0.88,316.99849559778
82666,0.98,22.0123245376992
74541,0.88,339.98155705701
12496,0.99,10.5018998045122
2063,0.93,107.71559421084
40085,0.98,22.1277062175713
16182,0.99,10.5021790604666
86105,1,0
29912,1,0
4012,0.95,66.2758290024564
93060,1,0
67130,0.99,10.5025500445659
8778,1,0
95269,0.96,49.6852454076029
13206,1,0
97228,1,0
48811,0.99,10.5021790604666
73434,0.98,22.1273516600636
46635,0.97,35.0941113093463
22555,0.96,49.685326457994
33934,0.99,10.5025500445659
13105,1,0
57861,1,0
105664,0.99,10.5018697465059
35603,0.98,22.1274167994343
104415,0.99,10.5024193687628
44330,0.97,35.0937634551335
72098,1,0
83169,0.87,5.76886476394852
49568,1,0
103402,1,0
10115,0.99,10.5012119480807
66247,0.98,22.1277208767883
37717,1,0
63887,0.99,10.5022377902369
93327,0.91,166.878739848238
18725,0.91,166.879232033573
29920,0.97,35.0941113093463
41571,0.98,22.0123245376992
72077,1,0
64670,0.96,49.6849015245814
92872,0.99,10.5012119480807
22910,1,0
32754,1,0
77665,0.98,22.1274167994343
63726,1,0
3463,0.92,134.342147674307
52488,0.58,174.209417949031
34107,1,0
70799,0.99,10.5024193687628
61235,1,0
19066,0.97,35.0937634551335
18470,1,0
82082,0.98,22.1274334488819
99249,0.99,10.5025131126605
41481,0.92,134.342071582405
79190,1,0
10673,0.92,134.341814017525
34472,0.57,230.601295930175
102923,0.98,22.1273516600636
28970,1,0
75959,0.91,11.8506683448327
23354,0.99,10.5021790604666
92852,0.53,158.661510634046
3078,0.98,22.1273516600636
40073,0.97,35.0945673733977
56926,1,0
47639,0.89,262.446479900505
71239,0.91,166.8759457865
35429,0.98,22.1270087125376
7495,0.99,10.5025131126605
46620,0.99,10.5021790604666
5384,0.59,177.196607104731
110254,0.97,35.094527587497
87763,0.99,10.5018697465059
60949,0.99,10.5018998045122
13918,0.62,246.605374475651
48935,0.97,35.0946838072844
2270,1,0
107214,0.99,10.5012119480807
4173,0.96,49.6854071549255
90515,1,0
63265,0.72,440.854566718557
93802,0.99,10.5018998045122
63048,1,0
1499,1,0
33354,0.98,22.127297741913
83481,0.98,22.1278568436316
82136,0.98,22.1275653115727
79878,0.89,262.446884832922
78817,0.54,267.800892832277
70116,0.68,118.373442130507
54980,0.99,10.5012119480807
5119,0.63,188.77695568035
49740,0.91,166.8790106846
73923,0.97,35.0941113093463
13682,1,0
61096,0.99,10.5019131258821
106233,1,0
113185,1,0
71792,0.99,10.5023639211719
3216,0.83,402.079961058568
33653,1,0
39852,0.72,326.750915383408
86397,0.93,107.716463504264
74310,1,0
7129,0.99,10.5012119480807
52695,0.99,10.5025500445659
3993,0.83,151.209042304791
111278,1,0
31289,0.97,35.0943690786762
29167,0.92,134.341534989305
14626,1,0
33757,1,0
32299,1,0
110815,0.98,22.127297741913
34672,1,0
100599,0.96,49.6854071549255
24307,1,0
35824,0.98,22.1277062175713
35223,0.97,35.0938539243702
109522,1,0
53697,1,0
96339,1,0
90929,0.99,10.5024193687628
94354,0.99,10.5024193687628
377,0.99,10.5012119480807
34327,1,0
36935,0.84,404.849889143254
13879,0.97,20.5958123401215
5177,1,0
73525,0.97,35.0941113093463
41672,0.93,107.716272548478
85947,1,0
78379,1,0
52171,0.89,262.446479900505
9782,0.94,85.379424759424
46775,0.99,10.5018998045122
24894,0.89,262.446479900505
98745,1,0
67718,0.99,10.5021790604666
75786,1,0
61700,0.89,262.446690213079
93766,0.99,10.5021790604666
113194,0.71,210.370088365047
435,1,0
107639,0.99,10.5018697465059
51786,0.9,207.990630570694
42888,1,0
109174,1,0
83561,0.98,22.1274167994343
92930,0.96,49.6857280368242
59086,0.98,22.127888410184
68356,1,0
58921,0.99,10.5017894915815
4613,1,0
57587,0.65,305.305823853844
16750,0.98,22.1273516600636
18560,1,0
57350,0.92,134.342147674307
94554,0.95,66.276169725022
48208,0.9,207.990970541773
12104,1,0
22783,0.98,22.1273516600636
79546,0.97,35.0941113093463
25605,1,0
63050,0.97,35.0946228299017
38891,0.95,66.2766989303696
108655,1,0
47247,0.99,10.5018998045122
62238,1,0
8900,1,0
57902,1,0
88841,1,0
26211,1,0
36472,0.99,10.5012119480807
32100,0.98,22.1274167994343
70176,0.99,10.502561406934
102767,0.95,66.2758290024564
44842,0.98,22.0123245376992
94572,1,0
14173,0.99,10.5021790604666
46074,1,0
22265,0.7,270.305115920631
21623,0.99,10.5024193687628
91697,1,0
28118,0.9,207.991107702644
41536,0.98,22.1277208767883
1734,0.93,107.716463504264
15143,1,0
41172,0.98,22.1274167994343
72708,1,0
28186,0.99,10.5018998045122
83364,0.99,10.5018697465059
44968,0.99,10.502561406934
42972,1,0
109678,0.98,22.1279212911412
22438,1,0
47330,0.99,10.5021790604666
29038,1,0
49659,0.94,85.3791906855318
100158,0.94,85.3796910312781
85736,1,0
53004,0.6,240.324328717716
81196,1,0
82352,0.92,134.341100008556
87968,1,0
66209,0.99,10.5017894915815
15336,0.97,35.0944023273659
78562,0.96,49.6852383015789
110100,1,0
108875,0.94,85.3800814868415
27946,0.99,10.5021790604666
31078,0.99,10.5021565726963
11659,1,0
23456,1,0
44554,0.97,35.0944023273659
30515,1,0
84139,0.94,85.380071099572
21103,1,0
72130,0.9,207.991074533024
87126,0.99,10.5025131126605
71210,1,0
37012,1,0
38355,0.99,10.5021790604666
82150,1,0
5501,1,0
22769,0.98,22.1274167994343
103466,1,0
98080,0.99,10.5021790604666
71323,1,0
42927,0.99,10.5021790604666
13977,0.55,165.008148527918
15914,1,0
104318,1,0
100905,1,0
253,1,0
31031,1,0
72875,0.87,314.602723139002
87358,0.94,85.3796910312781
106459,0.99,10.5019131258821
109964,0.99,10.5018697465059
10479,0.83,304.807756979715
81489,0.99,10.5024193687628
38195,1,0
6468,1,0
36367,0.7,207.774381333771
77920,0.98,22.0123245376992
51956,1,0
67364,0.99,10.5018998045122
101225,0.98,22.1275653115727
78210,1,0
57723,1,0
4450,1,0
69536,0.98,22.1274167994343
30708,0.9,207.989873945991
10632,0.79,142.92420001756
2536,0.93,107.716766265224
3736,0.83,0
12334,0.98,22.127888410184
94403,0.99,10.5025131126605
2566,1,0
86767,0.99,10.5019131258821
86972,0.99,10.5018998045122
54801,0.96,19.1679505175455
105418,0.99,10.5022907681047
8949,1,0
22007,0.73,410.594219649542
98032,0.99,10.502561406934
50578,1,0
3095,1,0
69062,0.94,85.3798382568226
66330,0.92,134.341100008556
82641,0.99,10.5018998045122
79874,1,0
58158,0.99,10.5021790604666
63605,0.95,66.2762592418114
55238,1,0
105054,1,0
87292,1,0
14430,0.81,0
16900,0.97,35.094527587497
2877,0.99,10.5018697465059
48361,0.99,10.5019131258821
89818,0.99,10.5018697465059
89750,1,0
37642,0.99,10.5012119480807
61735,0.68,357.151046787087
26772,0.99,10.5018697465059
37775,0.96,49.6849015245814
62334,1,0
11900,0.93,107.71559421084
109729,0.97,35.0943690786762
44721,1,0
48950,0.99,10.5018697465059
56269,1,0
87906,0.93,107.715965606375
64387,0.99,10.5017428327477
56725,0.45,0
56596,0.98,22.1273516600636
69507,0.96,49.6855471683417
27917,0.98,22.1273516600636
6452,1,0
86945,0.99,10.5018998045122
55559,1,0
73470,0.96,49.6852383015789
86578,0.81,579.698264599336
48929,1,0
84428,1,0
12339,0.93,107.715997129793
667,1,0
85961,0.98,22.1274167994343
48084,0.99,10.5018998045122
75384,0.9,207.990303678628
80400,0.97,35.0945673733977
74996,0.96,49.6852454076029
60130,0.98,22.127297741913
2937,0.78,0
64293,0.87,314.602723139002
107553,0.99,10.5019131258821
58507,1,0
46933,1,0
47301,1,0
14889,0.91,166.879057722604
96810,1,0
93344,1,0
26004,0.98,22.1270087125376
30718,0.69,267.457557686905
85435,1,0
110515,0.99,10.5025500445659
23532,0.98,22.0123245376992
88540,1,0
12591,0.89,262.446950110268
22526,0.98,22.1277062175713
38864,0.98,22.0123245376992
104073,0.99,10.5024193687628
47821,1,0
13948,1,0
12410,1,0
80633,1,0
68038,1,0
46338,0.99,10.5025131126605
80701,0.96,19.1679505175455
2212,1,0
108127,1,0
107406,1,0
73111,0.97,35.0941113093463
30816,0.96,49.6852383015789
85708,1,0
53515,1,0
71767,0.88,161.150796474899
42152,0.97,35.0938564684461
85639,1,0
109416,0.97,35.0942314595644
1877,0.98,22.1274167994343
30815,0.97,35.0943690786762
83100,1,0
51445,1,0
64492,0.99,10.5021790604666
5437,0.99,10.5021790604666
12595,0.96,49.6854071549255
56508,0.91,166.879246118804
100485,0.98,22.0123245376992
58001,1,0
93638,0.94,85.3799889484562
13462,0.89,163.08765532189
65195,0.96,49.6854071549255
12752,0.89,252.978385582603
60464,1,0
80267,0.98,22.1274334488819
3081,0.99,10.5025131126605
73577,1,0
59223,0.55,478.759503996797
89833,0.89,262.446690213079
57957,1,0
75330,0.99,10.5018697465059
26587,0.44,127.62762738398
108390,0.99,10.5025131126605
101488,1,0
39968,1,0
56899,0.99,10.5024193687628
22113,0.76,286.778868090513
13339,1,0
39930,0.99,10.5021790604666
85839,1,0
78162,1,0
107569,1,0
95950,0.99,10.5018697465059
112080,1,0
64319,0.9,207.991121455912
8750,0.98,22.1278193184348
63786,0.99,10.5018998045122
103639,0.94,85.3791906855318
18757,0.72,212.938455813572
84812,0.83,402.079961058568
96198,0.97,35.0937634551335
88055,1,0
98367,0.99,10.5018998045122
92782,0.99,10.5021790604666
54560,0.99,10.5018998045122
93754,0.88,250.790147411414
79835,0.98,22.1277062175713
32338,1,0
40058,1,0
36185,0.99,10.5021790604666
95814,0.97,35.0945673733977
26607,0.99,10.5024193687628
31431,0.96,49.6856454402168
5083,0.98,22.1273516600636
31621,0.99,10.5017428327477
90318,1,0
32956,0.49,145.404408049929
20885,0.98,22.0123245376992
91982,0.99,10.5019131258821
28219,0.99,10.5012119480807
7706,1,0
31541,0.96,49.6854071549255
52153,0.98,22.127888410184
74760,0.95,66.2758290024564
27834,1,0
78520,0.96,19.1679505175455
70455,0.99,10.5024223835434
74162,1,0
79778,1,0
18866,1,0
92959,0.98,22.0123245376992
64878,1,0
33764,0.93,107.71559421084
25568,1,0
56170,0.92,134.341100008556
27706,0.99,10.5019131258821
36633,0.99,10.5012119480807
111680,0.99,10.5018998045122
85735,0.98,22.127888410184
24708,0.97,35.094527587497
10025,1,0
33843,0.98,22.1271963450263
111600,0.63,0
61620,0.99,10.5026000112515
19010,0.99,10.5023639211719
43977,1,0
20750,0.98,22.0123245376992
14598,0.94,85.3791906855318
92419,1,0
